title,scene_id,season,episode,scene_number,episode_title,character,characters_involved,given_circumstances,full_dialogue,scene_arc,motivation,internal_thoughts,reflection,importance,pleasure,arousal,dominance
Jim and Pam discuss the futon; Roy arrives and tickles Pam into laughing when she's angry at him | consequence,S1E06-SC26,1,6,26,Hot Girl,Jim,"Jim, Pam, Roy",Jim and Pam are talking about the futon. Roy arrives and tries to tickle Pam out of being angry at him.,"Jim: A futon?
Pam: [nods]
Jim: He's a grown man
Pam: That's what he said.
Jim: That's sad. Or it's innovative. Well, you know the futon is a bed and couch all rolled into one. [Jim sees Roy and trails off]
Roy: What's up?
Pam: [not looking at Roy] Hi.
Roy: Are you still mad at me?
Pam: Roy...
Roy: Come on [begins to tickle Pam]
Pam: Cut it out.
Roy: Come on, you mad at me?
Pam: Stop it. [laughing]
Roy: Are you still mad at me now?
Pam: [giggling] Cut it out.
Roy: Are you mad at me now?
Pam: Stop. [giggling]
Roy: Huh? huh? Come on... Come on, Pammy I was just kidding.
Pam: [breathless] Stop, I can't breathe.
Roy: I was just kidding. You know I didn't mean it. I can't...",Jim and Pam discuss the futon. Roy arrives. Pam is visibly cold. Roy tickles her into laughing. She can't breathe. He calls it kidding.,To discuss the futon and have a moment with Pam before Roy arrives.,He's a grown man with a futon. That's sad or innovative. The futon is bed and couch in one — I was building to something when Roy arrived. I trailed off. Roy appeared.,Roy arrived and I trailed off. The futon conversation was the cover for something else and Roy's arrival closed the window.,5,-0.2,0.5,-0.2
Jim introduces himself to Katy in the conference room and says he's just here to learn | attraction,S1E06-SC31,1,6,31,Hot Girl,Jim,"Jim, Katy",Jim has entered the conference room and is introducing himself to Katy under the guise of looking at purses.,"Jim: Hi.
Katy: Hi.
Jim: I'm Jim, by the way.
Katy: I'm Katy.
Jim: Hi Katy, nice to meet you.
Katy: You sit out there, don't you?
Jim: I do. That's what I'm best known for. Sitting out there. Alright, let's talk about purses.
Katy: Okay, um...
Jim: Katy but you know what, don't try to sell me one. Okay, seriously 'cause I'm just here to learn.
Katy: Okay. [laughs]
Jim: Okay, so I know about most of these, but you know you can...
Katy: Okay.",Jim introduces himself to Katy in the conference room. He establishes himself as someone who is just here to learn about purses.,"To meet Katy and begin something, using the purses as a neutral entry point.",I introduced myself. She knew who I was — sits out there. I said that's what I'm best known for. Then: let's talk about purses. Don't try to sell me one. I'm just here to learn. She laughed.,"She laughed. I'm just here to learn is the right register — curious, low-pressure, present. Good start.",6,0.5,0.5,0.4
Jim tells Pam he's seeing Katy this weekend; Pam tells Jim about helping Roy's cousin move | consequence,S1E06-SC33,1,6,33,Hot Girl,Jim,"Jim, Pam",Jim tells Pam he is planning to see Katy this weekend. Pam tells Jim about helping Roy's cousin move.,"Jim: What's up?
Pam: I'm bored.
Jim: Thank you for choosing me.
Pam: No, I'm kidding. Um, so you got big plans this weekend?
Jim: Ah, well I think I'm gonna see Katy.
Pam: Really?
Jim: Yeah.
Pam: What are you guys going to do?
Jim: Oh, man I don't know. Uh, dinner, drinks, movie, matching tattoos.
Pam: That's great.
Jim: And stuff... yeah.
Pam: That's cool.
Jim: What are you doing?
Pam: I, I was gonna say, I think that um, we're gonna help Roy's cousin move.
Jim: Okay.
Pam: Cause Roy's got a truck.
Jim: That's cool.
Pam: Uh, huh. Yes.
Jim: That is cool. Well, I'll see you Monday though, right?
Pam: Great.
Jim: Okay.
Pam: Okay, I'm gonna head back.
Jim: Alright.",Jim tells Pam he's going to see Katy this weekend. Pam says that's great and that's cool and asks what he's doing. Jim asks what she's doing. Roy's cousin moving is the answer.,To tell Pam about Katy while making it sound casual.,"She came to me first — I'm bored. I said thank you for choosing me. Then: I'm probably going to see Katy this weekend. Dinner, drinks, movie, matching tattoos, and stuff. She said that's great and that's cool. Then I asked what she was doing. Roy's cousin is moving. Because Roy has a truck. I said that's cool. I'll see you Monday.",I told her about Katy. She said great and cool. She asked follow-up questions. When I asked what she was doing the answer was Roy's cousin and a truck. I said that's cool twice. It is not particularly cool.,8,0.1,0.4,-0.1
Katy releases Michael from the ride because Jim will take her; Michael says off the hook | consequence,S1E06-SC35,1,6,35,Hot Girl,Jim,"Jim, Katy, Michael",End of day. Katy is packing up. Michael tries to help and assumes the ride home is still on. Katy tells him Jim is taking her instead.,"Michael: Sure you don't want me to help you with that? Cause I can grab that no problem.
Katy: Goodnight, it was nice to meet some of you.
Michael: See you later. Goodnight. Goodnight, Jim.
Jim: Goodnight, Michael.
Michael: Where you going?
Jim: I don't know. Grab a drink, I think?
Michael: With us?
Katy: I uh, I probably should have told you, I don't need a ride now 'cause Jim can take me home after so you're off the hook.
Michael: Okay. Great. Off the hook. Excellent. Okay, cool.
Jim: I got this. [taking Katy's bag from Michael]
Michael: Alright, have fun.
Katy: Thanks.
Jim: I got it.
Michael: Don't drink and drive.
Michael: Take it easy.
Jim: Have a good night.
Michael: You too, have a good night.
Katy: You got that?
Jim: Oh, yeah. You sold a lot, so it's lighter.
Katy: Good. Here. Squeeze it inside.
Jim: Alright now, I'm gonna warn you. Don't freak out, okay?
Katy: Why?
Jim: This is a really nice car. In case you haven't noticed, this is a Corolla. Okay.
Katy: It's a... it's a very nice car.
Jim: You're not going to freak out?","End of day. Katy releases Michael from the ride, telling him Jim will take her home. Michael performs relaxed acceptance. Jim takes her bag. They leave together in a Corolla.",To leave with Katy smoothly and let Michael down gently.,I said goodnight to Michael. He asked where I was going. Grab a drink. He said with us — he thought she was still riding with him. She told him Jim would take her. He said off the hook. I took her bag. We left in the Corolla. I warned her about the Corolla to make her laugh.,She laughed about the Corolla. We left together. Michael said have a good night and I believe he meant it.,7,0.6,0.6,0.6
Jim and Pam assess Michael's chances with Katy; they end up laughing about junior high mix tapes | intimacy,S1E06-SC42,1,6,42,Hot Girl,Jim,"Jim, Pam",Jim and Pam are at reception discussing Michael's chances with Katy.,"Pam: You know Michael's been talking to her too.
Jim: Oh, really?
Pam: What do you think his chances are?
Jim: Well, Pam I'm not gonna lie to you, he's chances are none. Um, he's 41 years old, he is losing his hair and his cell phone ring is 'Mambo #5.' So...
Pam: [laughs] I like that song.
Jim: I don't know though. I mean, you know that was a hit.
Pam: [laughs] 10 years ago.
Jim: Yeah, was it 10? Yeah, I have it on a mix tape from junior high.",Pam asks Jim to assess Michael's chances with Katy. Jim catalogues Michael's deficits. They bond over Mambo #5.,To assess Michael's chances with Katy for Pam's benefit.,"She asked. I said none. 41, losing hair, Mambo #5 on the cell. She said she likes that song. I said it was a hit. She said ten years ago. I said I have it on a mix tape from junior high. We were laughing together.",We went through the full Michael analysis together and ended up laughing about junior high mix tapes. That's what this conversation actually was.,6,0.6,0.4,0.4
Jim encourages Dwight to fill the purse and wear it over his shoulder | manipulation,S1E06-SC43,1,6,43,Hot Girl,Jim,"Dwight, Jim",Jim is checking in on Dwight after his purse purchase. He encourages Dwight to fill the purse and wear it.,"Jim: Went well?
Dwight: I think it did.
Jim: You know what, just in case she's looking you should put some stuff in it.
Dwight: Seriously?
Jim: Anything. [Dwight begins to fill his new purse] Good. Yup.
Dwight: What else?
Jim: Post-it Notes. Wow, that purse holds a lot.
Dwight: It's a mini-briefcase.
Jim: Yeah, oh, I know. Looks great. [Dwight throws the purse over his right shoulder and gets back to work]",Jim checks in on Dwight's purse. He encourages him to fill it and wear it. Dwight throws it over his shoulder and returns to work.,To get Dwight to fill and wear the purse.,"I checked in. He said it went well, I think. I told him to put stuff in it in case she's looking. He asked what. Anything. Post-its. He filled it. I said it holds a lot. He said mini-briefcase. I said I know. He threw it over his shoulder.",He's wearing the purse at his desk. The mini-briefcase reframe is doing all the work. He looks completely sincere.,5,0.6,0.5,0.8
Jim asks Dwight for his stapler; Dwight says it's in his purse | absurdism,S1E06-SC45,1,6,45,Hot Girl,Jim,"Dwight, Jim",Jim asks Dwight for his stapler. Dwight produces it from his purse.,"Jim: Hey, Dwight. I need your stapler.
Dwight: It's in my purse.
Jim: Oh, great thanks.",Jim asks Dwight for his stapler. Dwight produces it from his purse. The sentence 'it's in my purse' lands.,To ask for the stapler and receive the sentence.,I asked for the stapler. He said it's in my purse. That sentence. I said oh great thanks.,'It's in my purse.' I will be thinking about this sentence for a while.,5,0.7,0.3,0.3
Jim asks if Pam is ready for the Dundies; she says ugh | dread,S2E01-SC2,2,1,2,The Dundies,Jim,"Jim, Pam","Jim and Pam are at the office, presumably before the Dundies. The event is hours away.","Jim: So, you ready for the... the Dundies?
Pam: Ugh...",Jim asks Pam if she's ready for the Dundies. She responds with a groan. That's the full exchange.,To check in with Pam about the Dundies and gauge her mood.,I asked if she was ready. She said ugh. That's accurate. I feel the same way. Still going.,She said ugh. That's honest. We're going anyway.,3,-0.1,0.3,0
Michael greets Jim with a Fat Albert impression and then explains it | performance,S2E01-SC4,2,1,4,The Dundies,Jim,"Jim, Michael",Michael encounters Jim in the hallway before the Dundies and greets him with a Fat Albert impression.,"Michael: [in a Fat Albert voice] Hey hey hey! It's Fat Halpert.
Jim: What?
Michael: [in Fat Albert voice] Fat Halpert. [in normal voice] Jim Halpert.",Michael greets Jim with a Fat Albert impression. Jim says what. Michael explains it and then says Jim Halpert as if that resolves it.,To receive the Fat Albert impression and move on.,He said hey hey hey it's Fat Halpert. I said what. He explained. Then he said Jim Halpert. That was the full interaction.,He explained the Fat Albert reference to me as if I didn't know what Fat Albert was. That's the joke.,3,0,0.2,0.2
Jim hides his Dundies to avoid cockiness; Dwight's are in a display case above his bed | character,S2E01-SC5,2,1,5,The Dundies,Jim,"Dwight, Jim, Michael","Michael is in the office with Jim and Dwight, reviewing past Dundie history and asking them to show their awards to the camera.","Michael: So why don't I take you on a tour of past Dundie winners. We got Fat Jim Halpert here. Jim, why don't you show of your Dundies to the camera?
Jim: Oh, I can't because I keep them hidden. I don't want to look at them and get cocky.
Michael: Oh, that's a good idea.
Dwight: Mine are at home in a display case above my bed.
Michael: Gyaaah. T.M.I. T.M.I my friends.",Michael asks Jim to show his Dundies to the camera. Jim says he hides them to avoid cockiness. Dwight reveals his are in a display case above his bed. Michael says TMI.,To give an answer about his Dundies that is technically true and deflects further inquiry.,I keep them hidden so I don't get cocky. That is not the reason. But it's not a lie. Michael said that's a good idea. I'll take it.,Michael accepted the answer. Dwight's display case above his bed was the correct amount of information to make my answer look good by comparison.,4,0.2,0.2,0.1
